Grid_ID,Ecoregion,F_AREA
1718,212,93238336
1719,212,93238336
1720,212,93238336
1721,212,93238336
1722,212,93238336
1723,212,93238336
1724,212,93238336
1725,212,93238336
1726,212,93238336
1727,212,93238336
1728,212,60925248.14
1732,212,57880282.16
1733,212,549675.81
1735,222,4505281.87
1735,212,88733054.13
1736,212,93238336
1737,212,93238336
1738,212,93238336
1739,212,93238336
1740,212,93238336
1741,212,93238336
1742,212,93238336
1743,212,93238336
1744,212,93238336
1745,212,93238336
1746,212,93238336
1747,212,93238336
1748,212,93238336
1749,212,93238336
1750,212,93238336
1751,212,93238336
1752,212,93238336
1753,212,93238336
1754,212,93238336
1755,212,93238336
1756,212,93238336
1757,212,93238336
1758,212,93238336
1759,212,93238336
1760,212,93238336
1761,212,93238336
1762,212,93238336
1763,212,93238336
1764,212,93238336
1765,212,93238336
1766,212,93238336
1767,212,93238336
1768,212,93238336
1769,212,93238336
1770,212,93238336
1771,212,93238336
1772,212,93238336
1773,212,93238336
1774,212,93238336
1775,212,93238336
1776,212,93238336
1777,212,93238336
1778,212,93238336
1779,212,92597813.54
1780,212,10858420.35
1783,212,1354340.05
1784,212,5778767.07
1786,212,93238336
1787,212,93238336
1788,212,93238336
1789,212,93238336
1790,212,93238336
1791,212,93238336
1792,212,93238336
1793,212,93238336
1794,212,93238336
1795,212,93238336
1796,212,93238336
1797,212,93238336
1798,212,93238336
1799,212,93238336
1800,212,93238336
1801,212,93238336
1802,212,93238336
1803,212,93238336
1804,212,93238336
1805,212,93238336
1806,212,93238336
1807,212,93238336
1808,212,93238336
1809,212,93238336
1810,212,93238336
1811,212,93238336
1812,212,93238336
1813,212,93238336
1814,212,93238336
1815,212,93238336
1816,212,93238336
1817,212,93238336
1818,212,93238336
1819,212,93238336
1820,212,93238336
1821,212,93238336
1822,212,93238336
1823,212,93238336
1824,212,93238336
1825,212,93238336
1826,212,93238336
1827,212,93238336
1828,212,93238336
1829,212,93238336
1830,212,93238336
1831,212,47975639.68
1835,212,3161800.91
1836,212,9050995.5
1837,212,93238336
1838,212,93238336
1839,212,93238336
1840,212,93238336
1841,212,93238336
1842,212,93238336
1843,212,93238336
1844,212,93238336
1845,212,93238336
1846,212,93238336
1847,212,93238336
1848,212,93238336
1849,212,93238336
1850,212,93238336
1851,212,93238336
1852,212,93238336
1853,212,93238336
1854,212,93238336
1855,212,93238336
1856,212,93238336
1857,212,93238336
1858,212,93238336
1859,212,93238336
1860,212,93238336
1861,212,93238336
1862,212,93238336
1863,212,93238336
1864,212,93238336
1865,212,93238336
1866,212,93238336
1867,212,93238336
1868,212,93238336
1869,212,93238336
1870,212,93238336
1871,212,93238336
1872,212,93238336
1873,212,93238336
1874,212,93238336
1875,212,93238336
1876,212,93238336
1877,212,93238336
1878,212,93238336
1879,212,93238336
1880,212,93238336
1881,212,93238336
1882,212,87795354.72
1883,212,9227610.1
1884,212,224249.92
1886,212,1589742.68
1887,212,31318494.65
1888,212,93238336
1889,212,93238336
1890,212,93238336
1891,212,93238336
1892,212,93238336
1893,212,93238336
1894,212,93238336
1895,212,93238336
1896,212,93238336
1897,212,93238336
1898,212,93238336
1899,212,93238336
1900,212,93238336
1901,212,93238336
1902,212,93238336
1903,212,93238336
1904,212,93238336
1905,212,93238336
1906,212,93238336
1907,212,93238336
1908,212,93238336
1909,212,93238336
1910,212,93238336
1911,212,93238336
1912,212,93238336
1913,212,93238336
1914,212,93238336
1915,212,93238336
1916,212,93238336
1917,212,93238336
1918,212,93238336
1919,212,93238336
1920,212,93238336
1921,212,93238336
1922,212,93238336
1923,212,93238336
1924,212,93238336
1925,212,93238336
1926,212,93238336
1927,212,93238336
1928,212,93238336
1929,212,93238336
1930,212,93238336
1931,212,93238336
1932,212,93238336
1933,212,93238336
1934,212,83604286.32
1935,212,25990326.11
1936,212,45373392.54
1937,212,3695634.14
1938,212,66039441.45
1939,212,93238336
1940,212,93238336
1941,212,93238336
1942,212,93238336
1943,212,93238336
1944,212,93238336
1945,212,93238336
1946,212,93238336
1947,212,93238336
1948,212,93238336
1949,212,93238336
1950,212,93238336
1951,212,93238336
1952,212,93238336
1953,212,93238336
1954,212,93238336
1955,212,93238336
1956,212,93238336
1957,212,93238336
1958,212,93238336
1959,212,93238336
1960,212,93238336
1961,212,93238336
1962,212,93238336
1963,212,93238336
1964,212,93238336
1965,212,93238336
1966,212,93238336
1967,212,93238336
1968,212,93238336
1969,212,93238336
1970,212,93238336
1971,212,93238336
1972,212,93238336
1973,212,93238336
1974,212,93238336
1975,212,93238336
1976,212,93238336
1977,212,93238336
1978,212,93238336
1979,212,93238336
1980,212,93238336
1981,212,93238336
1982,212,93238336
1983,212,93238336
1984,212,93238336
1985,212,93238336
1986,212,47210314.91
1987,212,92700732.45
1988,212,16348679.49
1989,212,16184383.6
1990,212,93238336
1991,212,93238336
1992,212,93238336
1993,212,93238336
1994,212,93238336
1995,212,93238336
1996,212,93238336
1997,212,93238336
1998,212,93238336
1999,212,93238336
2000,212,93238336
2001,212,93238336
2002,212,93238336
2003,212,93238336
2004,212,93238336
2005,212,93238336
2006,212,93238336
2007,212,93238336
2008,212,93238336
2009,212,93238336
2010,212,93238336
2011,212,93238336
2012,212,93238336
2013,212,93238336
2014,212,93238336
2015,212,93238336
2016,212,93238336
2017,212,93238336
2018,212,93238336
2019,212,93238336
2020,212,93238336
2021,212,93238336
2022,212,93238336
2023,212,93238336
2024,212,93238336
2025,212,93238336
2026,212,93238336
2027,212,93238336
2028,212,93238336
2029,212,93238336
2030,212,93238336
2031,212,93238336
2032,212,93238336
2033,212,93238336
2034,212,93238336
2035,212,93238336
2036,212,93238336
2037,212,68338292.16
2038,212,93238336
2039,212,82186938.87
2040,212,64647816.17
2041,212,93238336
2042,212,93238336
2043,212,93238336
2044,212,93238336
2045,212,93238336
2046,212,93238336
2047,212,93238336
2048,212,93238336
2049,212,93238336
2050,212,93238336
2051,212,93238336
2052,212,93238336
2053,212,93238336
2054,212,93238336
2055,212,93238336
2056,212,93238336
2057,212,93238336
2058,212,93238336
2059,212,93238336
2060,212,93238336
2061,212,93238336
2062,212,93238336
2063,212,93238336
2064,212,93238336
2065,212,93238336
2066,212,93238336
2067,212,93238336
2068,212,93238336
2069,212,93238336
2070,212,93238336
2071,212,93238336
2072,212,93238336
2073,212,93238336
2074,212,93238336
2075,212,93238336
2076,212,93238336
2077,212,93238336
2078,212,93238336
2079,212,93238336
2080,212,93238336
2081,212,93238336
2082,212,93238336
2083,212,93238336
2084,212,93238336
2085,212,93238336
2086,212,93238336
2087,212,93238336
2088,212,93238336
2089,212,93238336
2090,212,93238336
2091,212,93238336
2092,212,93238336
2093,212,93238336
2094,212,93238336
2095,212,93238336
2096,212,93238336
2097,212,93238336
2098,212,93238336
2099,212,93238336
2100,212,93238336
2101,212,93238336
2102,212,93238336
2103,212,93238336
2104,212,93238336
2105,212,93238336
2106,212,93238336
2107,212,93238336
2108,212,93238336
2109,212,93238336
2110,212,93238336
2111,212,93238336
2112,212,93238336
2113,212,93238336
2114,212,93238336
2115,212,93238336
2116,212,93238336
2117,212,93238336
2118,212,93238336
2119,212,93238336
2120,212,93238336
2121,212,93238336
2122,212,93238336
2123,212,93238336
2124,212,93238336
2125,212,93238336
2126,212,93238336
2127,212,93238336
2128,212,93238336
2129,212,93238336
2130,212,93238336
2131,212,93238336
2132,212,93238336
2133,212,93238336
2134,212,93238336
2135,212,93238336
2136,212,93238336
2137,212,93238336
2138,212,93238336
2139,212,93238336
2140,212,93238336
2141,212,93238336
2142,212,93238336
2143,212,93238336
2144,212,93238336
2145,212,93238336
2146,212,93238336
2147,212,93238336
2148,212,93238336
2149,212,93238336
2150,212,93238336
2151,212,93238336
2152,212,93238336
2153,212,93238336
2154,212,93238336
2155,212,93238336
2156,212,93238336
2157,212,93238336
2158,212,93238336
2159,212,93238336
2160,212,93238336
2161,212,93238336
2162,212,93238336
2163,212,93238336
2164,212,93238336
2165,212,93238336
2166,212,93238336
2167,212,93238336
2168,212,93238336
2169,212,93238336
2170,212,93238336
2171,212,93238336
2172,212,93238336
2173,212,93238336
2174,212,93238336
2175,212,93238336
2176,212,93238336
2177,212,93238336
2178,212,93238336
2179,212,93238336
2180,212,93238336
2181,212,93238336
2182,212,93238336
2183,212,93238336
2184,212,93238336
2185,212,93238336
2186,212,93238336
2187,212,93238336
2188,212,93238336
2189,212,93238336
2190,212,93238336
2191,212,93238336
2192,212,93238336
2193,212,93238336
2194,212,93238336
2195,212,93238336
2196,212,93238336
2197,212,93238336
2198,212,93238336
2199,212,93238336
2200,212,93238336
2201,212,93238336
2202,212,93238336
2203,212,93238336
2204,212,93238336
2205,212,93238336
2206,212,93238336
2207,212,93238336
2208,212,93238336
2209,212,93238336
2210,212,93238336
2211,212,93238336
2212,212,93238336
2213,212,93238336
2214,212,93238336
2215,212,93238336
2216,212,93238336
2217,212,93238336
2218,212,93238336
2219,212,93238336
2220,212,93238336
2221,212,93238336
2222,212,93238336
2223,212,93238336
2224,212,93238336
2225,212,93238336
2226,212,93238336
2227,212,93238336
2228,212,93238336
2229,212,93238336
2230,212,93238336
2231,212,93238336
2232,212,93238336
2233,212,93238336
2234,212,93238336
2235,212,93238336
2236,212,93238336
2237,212,93238336
2238,212,93238336
2239,212,93238336
2240,212,93238336
2241,212,93238336
2242,212,93238336
2243,212,93238336
2244,212,93238336
2245,212,93238336
2246,212,93238336
2247,212,93238336
2248,212,93238336
2249,212,93238336
2250,212,93238336
2251,212,93238336
2252,212,93238336
2253,212,93238336
2254,212,93238336
2255,212,93238336
2256,212,93238336
2257,212,93238336
2258,212,93238336
2259,212,93238336
2260,212,93238336
2261,212,93238336
2262,212,93238336
2263,212,93238336
2264,212,93238336
2265,212,93238336
2266,212,93238336
2267,212,93238336
2268,212,93238336
2269,212,93238336
2270,212,93238336
2271,212,93238336
2272,212,93238336
2273,212,93238336
2274,212,93238336
2275,212,93238336
2276,212,93238336
2277,212,93238336
2278,212,93238336
2279,212,93238336
2280,212,93238336
2281,212,93238336
2282,212,93238336
2283,212,93238336
2284,212,93238336
2285,212,93238336
2286,212,93238336
2287,212,93238336
2288,212,93238336
2289,212,93238336
2290,212,93238336
2291,212,93238336
2292,212,93238336
2293,212,93238336
2294,212,93238336
2295,212,93238336
2296,212,93238336
2297,212,93238336
2298,212,93238336
2299,212,93238336
2300,212,93238336
2301,212,93238336
2302,212,93238336
2303,212,93238336
2304,212,93238336
2305,212,93238336
2306,212,93238336
2307,212,93238336
2308,212,93238336
2309,212,93238336
2310,212,93238336
2311,212,93238336
2312,212,93238336
2313,212,93238336
2314,212,93238336
2315,212,93238336
2316,212,93238336
2317,212,93238336
2318,212,93238336
2319,212,93238336
2320,212,93238336
2321,212,93238336
2322,212,93238336
2323,212,93238336
2324,212,93238336
2325,212,93238336
2326,212,93238336
2327,212,93238336
2328,212,93238336
2329,212,93238336
2330,212,93238336
2331,212,93238336
2332,212,93238336
2333,212,93238336
2334,212,93238336
2335,212,93238336
2336,212,93238336
2337,212,93238336
2338,212,93238336
2339,212,93238336
2340,212,93238336
2341,212,93238336
2342,212,93238336
2343,212,93238336
2344,212,82887487.82
2345,212,89195073.98
2346,212,83807227.75
2347,212,93238336
2348,212,93238336
2349,212,93238336
2350,212,93238336
2351,212,93238336
2352,212,93238336
2353,212,93238336
2354,212,93238336
2355,212,93238336
2356,212,93238336
2357,212,93238336
2358,212,93238336
2359,212,93238336
2360,212,93238336
2361,212,93238336
2362,212,93238336
2363,212,93238336
2364,212,93238336
2365,212,93238336
2366,212,86094502.6
2367,212,90229871.52
2368,212,93238336
2369,212,93238336
2370,212,93238336
2371,212,93238336
2372,212,93238336
2373,212,93238336
2374,212,93238336
2375,212,93238336
2376,212,93238336
2377,212,93238336
2378,212,93238336
2379,212,93238336
2380,212,93238336
2381,212,93238336
2382,212,93238336
2383,212,93238336
2384,212,93238336
2385,212,93238336
2386,212,93238336
2387,212,93238336
2388,212,93238336
2389,212,93238336
2390,212,93238336
2391,212,45070111
2392,212,33237160.15
2393,212,56888633.13
2394,212,49025042.19
2395,212,7207084.66
2396,212,41246978.64
2397,212,37995995.54
2398,212,93238336
2399,212,93238336
2400,212,93238336
2401,212,93238336
2402,212,93238336
2403,212,93238336
2404,212,93238336
2405,212,93238336
2406,212,93238336
2407,212,93238336
2408,212,93238336
2409,212,93238336
2410,212,93238336
2411,212,93238336
2412,212,93238336
2413,212,89687410.02
2414,212,28923990.46
2415,212,75507121.42
2416,212,38187079.93
2417,212,1976678.39
2418,212,13404014.87
2419,212,46133557.69
2420,212,76878373.76
2421,212,93186728.55
2422,212,93238336
2423,212,93238336
2424,212,93238336
2425,212,93238336
2426,212,93238336
2427,212,93238336
2428,212,93238336
2429,212,93238336
2430,212,93238336
2431,212,93238336
2432,212,93238336
2433,212,93238336
2434,212,93238336
2435,212,93238336
2436,212,93238336
2437,212,93238336
2438,212,93238336
2439,212,93238336
2440,212,93238336
2441,212,67813962.18
2442,212,4325092.1
2447,212,11360769.83
2448,212,1621145.39
2449,212,93238336
2450,212,93238336
2451,212,93238336
2452,212,93238336
2453,212,93238336
2454,212,93238336
2455,212,92554455.54
2456,212,48462410.2
2457,212,36034077.78
2458,212,54334752.72
2459,212,86054776.96
2460,212,93238336
2461,212,93238336
2462,212,93238336
2463,212,93238336
2464,212,93238336
2465,212,45364164.09
2466,212,2798571.85
2472,212,33876367.55
2473,212,91474263.02
2474,212,93238336
2475,212,93238336
2476,212,93238336
2477,212,93238336
2478,212,93238336
2479,212,93238336
2480,212,93238336
2481,212,93238336
2482,212,93238336
2483,212,93238336
2484,212,93238336
2485,212,93238336
2486,212,93238336
2487,212,93238336
2488,212,93238336
2489,212,93238336
2490,212,93238336
2491,212,80894795.68
2492,212,3688158.5
2500,212,93238336
2501,212,93238336
2502,212,93238336
2503,212,93238336
2504,212,93238336
2505,212,93238336
2506,212,85620616.85
2507,212,4600588.07
2510,212,3251037.73
2511,212,17183666.81
2512,212,54456501.34
2513,212,91044569.42
2514,212,93238336
2515,212,93238336
2516,212,71354442.52
2517,212,36155007.77
2518,212,11341005.47
2524,212,31175900.5
2525,212,75409252.19
2526,212,76275355.95
2527,212,89486990.53
2528,212,93238336
2529,212,93238336
2530,212,93238336
2531,212,93238336
2532,212,93238336
2533,212,93238336
2534,212,93238336
2535,212,60394877.88
2536,212,92001016.62
2537,212,92963555.01
2538,212,93238336
2539,212,93238336
2540,212,93238336
2541,212,91932713.46
2542,212,30817478.72
2551,212,93238336
2552,212,93238336
2553,212,93238336
2554,212,93238336
2555,212,93238336
2556,212,93238336
2557,212,93238336
2558,212,77647471.68
2559,212,16493965.2
2564,212,12096510.58
2565,212,26993318.05
2566,212,78649461.75
2567,212,93238336
2568,212,39296051.49
2569,212,26708788.09
2570,212,7662235.32
2578,212,74514.96
2579,212,25380426.92
2580,212,78340966.33
2581,212,93238336
2582,212,93238336
2583,212,93238336
2584,212,93238336
2585,212,93238336
2586,212,39576889.94
2587,212,46079509.82
2588,212,74605588.73
2589,212,90892072.24
2590,212,88720012.97
2591,212,67349297.12
2592,212,16299707.56
2602,212,93238336
2603,212,93238336
2604,212,93238336
2605,212,93238336
2606,212,93238336
2607,212,93238336
2608,212,93238336
2609,212,93238336
2610,212,90451760.58
2611,212,40923317.49
2617,212,14477822.32
2618,212,23528118.17
2619,212,24891162.59
2620,212,27138482.19
2621,212,16799863.71
2622,212,804273.26
2631,212,9501914.45
2632,212,65789038.89
2633,212,84744816.13
2634,212,93238336
2635,212,93238336
2636,212,93238336
2637,212,65790736.06
2638,212,684978.01
2639,212,21410477.05
2640,212,2430072.84
2653,212,93238336
2654,212,93238336
2655,212,93238336
2656,212,93238336
2657,212,93238336
2658,212,93238336
2659,212,93238336
2660,212,93238336
2661,212,93238336
2662,212,93026343.85
2663,212,53770044.48
2664,212,31712.5
2670,212,6928191.62
2671,212,6775794.05
2672,212,12189504.39
2673,212,14109405.66
2684,212,13226641.22
2685,212,92841863.51
2686,212,93238336
2687,212,93238336
2688,212,93238336
2689,212,28013216.51
2704,212,93238336
2705,212,93238336
2706,212,93238336
2707,212,93238336
2708,212,93238336
2709,212,93238336
2710,212,93238336
2711,212,93238336
2712,212,93238336
2713,212,93238336
2714,212,93238336
2715,212,70126785.48
2716,212,5847489.41
2736,212,30167060.92
2737,212,87539925.99
2738,212,93238336
2739,212,93238336
2740,212,81933567.51
2741,212,7356565.98
